year,season,noc,height_male,weight_male,height_female,weight_female,medals
2002,Winter,HUN,180.81,79.35,170.65,64.4,0
2002,Winter,IRL,183.86,83.14,175.0,80.0,0
2002,Winter,ISL,177.57,80.86,163.2,63.2,0
2002,Winter,ISR,165.0,65.0,153.0,45.0,0
2002,Winter,ISV,180.33,90.5,165.0,70.0,0
2002,Winter,ITA,177.69,76.69,166.16,57.53,21
2002,Winter,JPN,172.17,67.64,160.33,54.27,2
2002,Winter,KAZ,179.0,71.83,165.96,58.06,0
2002,Winter,KOR,173.36,68.47,163.18,55.39,7
2002,Winter,LAT,182.78,84.65,169.88,63.62,0
2002,Winter,LIE,181.18,83.24,160.0,53.0,0
2002,Winter,LTU,175.12,70.94,167.6,55.6,0
2002,Winter,MDA,174.25,72.25,171.6,62.4,0
2002,Winter,NED,185.44,83.67,171.38,63.67,8
2002,Winter,NOR,181.45,77.1,170.0,61.75,41
2002,Winter,NZL,183.92,87.38,167.67,61.33,0
2002,Winter,POL,178.89,73.61,168.62,55.75,2
2002,Winter,ROU,180.25,81.6,166.76,58.29,0
2002,Winter,RUS,180.04,79.57,167.93,59.75,38
2002,Winter,SCG,185.5,95.0,167.0,59.0,0
2002,Winter,SLO,178.62,75.58,167.3,59.55,4
2002,Winter,SUI,179.9,78.67,168.37,62.17,24
2002,Winter,SVK,181.2,84.64,167.09,55.43,0
2002,Winter,SWE,183.6,82.91,167.66,64.44,26
2002,Winter,TUR,174.0,70.0,160.0,54.0,0
2002,Winter,UKR,181.78,80.54,163.95,57.17,0
2002,Winter,USA,179.72,79.58,166.68,62.8,83
2002,Winter,UZB,176.0,60.0,160.0,48.0,0
2002,Winter,VEN,169.33,63.0,178.0,85.0,0
2004,Summer,AFG,169.0,66.5,172.5,63.0,0
2004,Summer,ALB,172.8,76.4,171.0,56.5,0
2004,Summer,ALG,176.87,71.12,163.71,56.82,0
2004,Summer,AND,179.5,76.5,161.0,52.5,0
2004,Summer,ANG,191.79,89.36,175.12,74.56,0
2004,Summer,ANT,169.67,62.33,168.0,56.0,0
2004,Summer,ARG,181.92,81.85,167.16,60.23,49
2004,Summer,ARM,174.35,81.71,169.5,58.5,0
2004,Summer,ARU,177.33,80.0,171.0,56.0,0
2004,Summer,ASA,174.0,91.0,168.0,93.0,0
2004,Summer,AUS,184.9,83.04,168.74,62.27,157
2004,Summer,AUT,182.86,78.09,171.12,60.08,8
2004,Summer,AZE,173.93,73.6,165.71,62.71,5
2004,Summer,BAH,179.25,80.06,167.67,62.42,2
2004,Summer,BAN,171.33,61.0,158.0,53.0,0
2004,Summer,BAR,181.21,81.36,167.0,59.0,0
2004,Summer,BDI,176.4,60.4,157.5,49.0,0
2004,Summer,BEL,180.43,72.43,167.65,57.38,3
2004,Summer,BEN,178.5,76.5,170.5,59.0,0
2004,Summer,BER,185.6,88.0,167.8,63.2,0
2004,Summer,BHU,170.0,63.0,165.0,52.0,0
2004,Summer,BIH,182.56,79.56,174.5,61.0,0
2004,Summer,BIZ,178.0,77.0,175.0,64.0,0
2004,Summer,BLR,180.5,82.45,171.46,62.56,15
2004,Summer,BOL,174.25,69.75,155.0,45.57,0
2004,Summer,BOT,172.45,62.91,173.0,57.0,0
2004,Summer,BRA,182.48,79.64,168.58,59.89,40
2004,Summer,BRN,174.86,69.29,168.67,60.0,0
2004,Summer,BUL,179.73,79.46,169.04,61.35,17
2004,Summer,BUR,183.0,84.33,160.5,52.5,0
2004,Summer,CAF,180.5,65.0,163.0,55.0,0
2004,Summer,CAM,170.0,67.0,161.0,53.5,0
2004,Summer,CAN,180.28,77.4,167.61,60.99,17
2004,Summer,CAY,180.8,81.2,163.67,58.33,0
2004,Summer,CGO,188.0,90.0,170.33,76.67,0
2004,Summer,CHI,182.19,83.33,165.38,59.12,4
2004,Summer,CHN,177.58,72.88,169.79,62.24,94
2004,Summer,CIV,183.5,82.0,165.67,56.33,0
2004,Summer,CMR,176.2,81.0,172.0,62.22,1
2004,Summer,COD,174.4,67.0,168.0,55.0,0
2004,Summer,COK,170.5,84.5,170.0,94.0,0
2004,Summer,COL,171.86,68.78,167.12,60.69,2
2004,Summer,COM,180.0,60.0,171.0,55.0,0
2004,Summer,CPV,185.5,73.0,170.0,62.0,0
2004,Summer,CRC,176.88,72.71,177.75,72.25,0
2004,Summer,CRO,190.26,90.68,173.29,65.79,21
2004,Summer,CUB,176.34,77.72,169.54,65.54,62
2004,Summer,CYP,181.5,76.86,166.29,58.71,0
2004,Summer,CZE,185.36,83.06,174.59,65.04,13
2004,Summer,DEN,182.86,76.41,174.71,65.52,29
2004,Summer,DMA,173.0,68.0,170.0,59.0,0
2004,Summer,DOM,174.71,70.53,181.0,69.66,1
2004,Summer,ECU,172.08,65.42,166.0,66.83,0
2004,Summer,EGY,181.27,80.64,166.25,69.31,5
2004,Summer,ERI,163.5,54.75,159.0,40.0,1
2004,Summer,ESA,177.5,77.5,160.86,55.57,0
2004,Summer,ESP,179.09,77.08,166.28,57.7,30
2004,Summer,EST,186.61,89.0,176.25,65.92,3
2004,Summer,ETH,169.87,56.47,163.0,46.92,7
2004,Summer,FIJ,185.6,87.6,168.0,68.25,0
2004,Summer,FIN,183.68,85.66,171.26,64.57,2
2004,Summer,FRA,180.85,75.47,168.45,58.93,53
2004,Summer,FSM,168.67,65.67,157.0,47.5,0
2004,Summer,GAB,173.33,71.67,163.5,66.5,0
2004,Summer,GAM,191.0,73.0,163.0,50.0,0
2004,Summer,GBR,182.98,79.85,168.99,62.16,57
2004,Summer,GBS,175.0,76.0,160.0,52.5,0
2004,Summer,GEO,174.81,78.67,170.43,69.0,4
2004,Summer,GEQ,183.0,68.0,160.0,63.0,0
2004,Summer,GER,184.16,81.71,173.51,64.53,149
2004,Summer,GHA,178.64,76.41,161.33,59.67,0
2004,Summer,GRE,182.52,80.62,170.46,62.2,31
2004,Summer,GRN,188.67,78.0,162.5,64.0,0
2004,Summer,GUA,173.91,71.09,168.25,58.12,0
2004,Summer,GUI,182.0,82.0,168.0,52.0,0
2004,Summer,GUM,183.0,80.67,170.0,54.0,0
2004,Summer,GUY,180.5,85.5,165.0,53.5,0
2004,Summer,HAI,181.0,83.64,163.0,59.0,0
2004,Summer,HKG,173.21,66.68,165.48,58.43,2
2004,Summer,HON,176.67,78.33,164.5,55.0,0
2004,Summer,HUN,185.79,85.74,171.92,65.11,40
2004,Summer,INA,170.95,65.0,161.35,55.88,5
2004,Summer,IND,173.49,73.24,163.83,60.17,1
2004,Summer,IRI,176.97,82.08,160.0,53.0,6
2004,Summer,IRL,182.73,74.16,170.12,57.44,0
2004,Summer,IRQ,176.61,75.52,167.0,65.0,0
2004,Summer,ISL,184.14,82.11,179.0,69.0,0
2004,Summer,ISR,174.89,74.59,166.0,55.68,2
2004,Summer,ISV,184.86,81.14,173.0,68.0,0
2004,Summer,ITA,181.92,80.0,170.05,60.61,104
2004,Summer,JAM,183.85,80.19,169.56,61.91,13
2004,Summer,JOR,178.25,75.0,171.25,63.62,0
2004,Summer,JPN,174.2,69.99,164.57,57.52,93
2004,Summer,KAZ,179.82,77.77,170.04,61.6,8
2004,Summer,KEN,170.27,59.91,166.33,58.38,7
2004,Summer,KGZ,175.4,73.16,176.0,60.14,0
2004,Summer,KIR,168.5,77.5,165.0,65.0,0
2004,Summer,KOR,175.62,71.51,168.71,61.23,52
2004,Summer,KUW,178.8,89.05,149.0,45.0,0
2004,Summer,LAO,172.67,65.0,157.5,50.0,0
2004,Summer,LAT,178.94,77.74,173.27,62.73,4
2004,Summer,LBA,169.2,69.2,154.0,51.0,0
2004,Summer,LBR,183.0,88.0,145.0,56.0,0
2004,Summer,LCA,171.0,63.0,166.0,65.0,0
2004,Summer,LES,154.0,58.0,150.0,54.0,0
2004,Summer,LIB,185.0,78.0,169.5,55.0,0
2004,Summer,LTU,191.24,89.25,169.33,59.6,3
2004,Summer,LUX,186.29,74.0,168.86,60.0,0
2004,Summer,MAD,177.67,69.33,155.0,50.9,0
2004,Summer,MAR,175.92,66.81,166.67,54.0,3
2004,Summer,MAS,171.67,69.96,163.82,53.64,0
2004,Summer,MAW,179.5,74.5,167.5,55.0,0
2004,Summer,MDA,179.65,79.85,173.29,63.71,0
2004,Summer,MDV,168.5,56.5,160.0,52.5,0
2004,Summer,MEX,176.3,71.31,164.79,58.31,4
2004,Summer,MGL,174.85,71.69,165.0,65.62,1
2004,Summer,MKD,178.14,74.29,173.5,60.33,0
2004,Summer,MLI,179.17,74.0,171.0,55.0,0
2004,Summer,MLT,176.25,77.75,165.33,60.33,0
2004,Summer,MON,182.0,83.0,165.0,58.0,0
2004,Summer,MOZ,178.5,70.0,170.5,63.0,0
2004,Summer,MRI,176.33,69.83,164.67,63.0,0
2004,Summer,MTN,179.0,67.0,175.0,52.0,0
2004,Summer,NAM,173.78,72.11,172.0,55.0,0
2004,Summer,NCA,176.5,67.5,164.0,56.75,0
2004,Summer,NED,186.52,83.23,173.11,62.72,77
2004,Summer,NEP,170.0,60.33,159.67,51.67,0
2004,Summer,NGR,178.82,77.71,171.1,65.6,8
2004,Summer,NIG,175.0,75.0,165.0,60.0,0
2004,Summer,NOR,183.67,84.81,171.67,62.44,7
2004,Summer,NRU,167.5,108.5,165.0,136.0,0
2004,Summer,NZL,184.34,81.48,171.78,65.89,6
2004,Summer,PAK,174.33,68.75,164.5,53.5,0
2004,Summer,PAN,188.67,79.67,170.0,70.0,0
2004,Summer,PAR,180.35,76.5,173.0,60.0,17
2004,Summer,PER,181.89,80.89,165.0,63.8,0
2004,Summer,PHI,172.47,69.47,165.2,60.4,0
2004,Summer,PLE,173.0,67.0,157.0,52.0,0
2004,Summer,PLW,174.0,81.5,161.5,56.5,0
2004,Summer,PNG,191.5,91.75,160.5,57.5,0
2004,Summer,POL,184.01,82.13,170.4,62.03,12
2004,Summer,POR,178.88,73.75,166.39,56.44,3
2004,Summer,PRK,165.1,61.5,149.59,42.87,5
2004,Summer,PUR,183.56,79.41,168.62,61.62,0
2004,Summer,ROU,175.82,73.43,164.94,55.49,39
2004,Summer,RSA,184.66,82.43,168.41,62.22,10
2004,Summer,RUS,181.57,79.2,169.48,60.21,189
2004,Summer,RWA,169.5,60.0,170.0,58.5,0
2004,Summer,SAM,176.5,93.5,175.0,89.0,0
2004,Summer,SCG,191.14,87.24,176.33,65.67,13
2004,Summer,SEN,186.0,77.5,171.0,60.0,0
2004,Summer,SEY,179.38,76.88,170.0,65.0,0
2004,Summer,SGP,176.86,77.0,166.93,58.0,0
2004,Summer,SKN,180.0,77.0,168.0,55.0,0
2004,Summer,SLE,172.0,79.0,142.0,52.0,0
2004,Summer,SLO,186.16,85.01,171.97,62.83,5
2004,Summer,SMR,178.0,78.5,161.0,60.0,0
2004,Summer,SOL,160.0,64.0,172.0,64.0,0
2004,Summer,SOM,170.0,54.0,170.0,58.0,0
2004,Summer,SRI,186.5,62.25,161.5,58.25,0
2004,Summer,STP,182.0,63.0,168.0,59.0,0
2004,Summer,SUD,186.67,75.0,173.0,62.0,0
2004,Summer,SUI,181.19,77.15,170.72,60.16,7
2004,Summer,SUR,171.5,63.5,164.5,54.0,0
2004,Summer,SVK,181.83,80.39,170.31,58.19,10
2004,Summer,SWE,185.06,80.13,171.03,61.84,12
2004,Summer,SWZ,179.0,82.5,167.0,55.0,0
2004,Summer,SYR,181.4,90.2,155.0,50.0,1
2004,Summer,TAN,168.71,54.71,158.5,52.0,0
2004,Summer,TGA,176.25,80.25,180.0,97.0,0
2004,Summer,THA,173.73,67.6,162.86,57.52,8
2004,Summer,TJK,172.8,88.0,163.25,54.5,0
2004,Summer,TKM,177.86,73.43,169.67,67.33,0
2004,Summer,TOG,173.0,67.0,176.0,65.0,0
2004,Summer,TPE,177.67,76.56,165.28,60.98,9
2004,Summer,TTO,183.69,80.38,169.1,67.2,1
2004,Summer,TUN,180.69,74.9,168.25,64.17,0
2004,Summer,TUR,178.32,79.3,166.63,57.07,11
2004,Summer,UGA,168.67,61.33,162.5,61.0,0
2004,Summer,UKR,179.41,75.87,169.02,60.61,47
2004,Summer,URU,179.44,75.69,164.0,55.0,0
2004,Summer,USA,182.91,81.98,170.25,64.04,262
2004,Summer,UZB,181.33,81.5,167.95,58.32,5
2004,Summer,VAN,172.0,74.0,160.0,53.0,0
2004,Summer,VEN,176.49,77.24,165.0,65.17,2
2004,Summer,VIE,173.67,66.33,166.0,55.4,0
2004,Summer,VIN,167.5,59.5,168.0,69.0,0
2004,Summer,ZAM,178.25,68.25,164.5,57.0,0
2004,Summer,ZIM,180.67,75.78,172.6,61.0,3
2006,Winter,ALG,176.0,70.0,169.0,59.0,0
2006,Winter,ARG,181.12,78.38,167.33,60.0,0
2006,Winter,ARM,168.0,73.62,168.0,53.0,0
2006,Winter,AUS,178.26,79.07,167.44,60.72,2
2006,Winter,AUT,181.88,78.37,167.97,62.88,30
2006,Winter,AZE,176.0,70.0,168.0,52.0,0
2006,Winter,BIH,177.4,72.4,166.75,59.25,0
2006,Winter,BLR,176.39,69.96,166.48,57.45,1
2006,Winter,BRA,183.89,83.89,165.33,55.67,0
2006,Winter,BUL,178.74,73.58,164.76,57.24,1
2006,Winter,CAN,180.8,81.02,168.85,64.48,69
2006,Winter,CHI,179.0,76.8,163.8,56.6,0
2006,Winter,CHN,176.49,71.25,165.37,57.48,13
2006,Winter,CRO,178.79,81.34,168.41,63.47,3
2006,Winter,CZE,180.67,78.67,166.6,58.04,27
2006,Winter,ESP,179.42,70.5,166.44,61.06,0
2006,Winter,EST,183.0,73.74,167.92,58.96,3
2006,Winter,FIN,179.94,76.35,167.04,62.36,41
2006,Winter,FRA,179.16,76.07,167.26,58.97,15
2006,Winter,GBR,181.12,83.56,168.82,64.64,1
2006,Winter,GEO,175.0,76.0,160.0,41.0,0
2006,Winter,GER,181.59,79.41,167.25,60.18,54
2006,Winter,GRE,178.4,82.2,170.67,66.67,0
2006,Winter,HUN,184.0,80.5,170.43,60.0,0
2006,Winter,IND,171.67,69.0,162.0,54.0,0
2006,Winter,IRL,178.5,71.5,172.0,65.0,0
2006,Winter,ISL,182.25,87.12,161.0,63.0,0
2006,Winter,ISR,176.75,74.25,156.5,50.0,0
2006,Winter,ITA,178.61,76.38,166.34,59.31,25
2006,Winter,JPN,172.08,67.04,161.13,54.89,1
2006,Winter,KAZ,178.7,74.28,167.3,58.3,0
2006,Winter,KOR,173.78,67.51,163.3,55.97,19
2006,Winter,LAT,182.81,83.06,167.45,60.95,1
2006,Winter,LIB,185.0,106.0,168.0,60.0,0
2006,Winter,LIE,180.0,83.56,162.0,61.67,0
2006,Winter,LTU,184.0,76.29,166.57,54.57,0
2006,Winter,MDA,175.0,67.33,164.29,54.86,0
2006,Winter,MGL,178.0,66.0,165.0,61.0,0
2006,Winter,MKD,180.0,77.33,164.0,59.0,0
2006,Winter,MON,177.6,73.8,164.0,60.0,0
2006,Winter,NED,185.55,83.15,172.23,65.77,13
2006,Winter,NOR,182.23,75.99,169.43,60.34,23
2006,Winter,NZL,183.4,91.8,167.62,67.12,0
2006,Winter,POL,178.56,75.0,168.97,59.88,2
2006,Winter,PRK,171.0,62.5,156.6,53.2,0
2006,Winter,ROU,178.7,76.26,165.88,56.04,0
2006,Winter,RUS,179.96,78.03,167.14,60.48,41
2006,Winter,SCG,186.8,79.0,168.17,59.17,0
2006,Winter,SLO,180.25,74.39,169.36,62.21,0
2006,Winter,SUI,180.01,79.98,169.68,64.0,21
2006,Winter,SVK,181.89,82.14,166.03,57.74,1
2006,Winter,SWE,183.26,82.09,168.48,67.01,64
2006,Winter,TUR,176.0,69.4,161.57,59.86,0
2006,Winter,UKR,179.54,74.15,163.77,56.52,3
2006,Winter,USA,180.19,79.07,165.69,61.76,52
2006,Winter,UZB,179.0,72.5,169.0,53.5,0
2008,Summer,AFG,179.0,65.0,180.0,56.0,1
2008,Summer,ALB,176.57,82.0,169.0,64.6,0
2008,Summer,ALG,180.66,75.43,170.86,63.14,2
2008,Summer,AND,173.33,66.0,162.5,54.5,0
2008,Summer,ANG,189.22,85.61,174.4,71.27,0
2008,Summer,ANT,181.75,72.75,157.0,51.0,0
2008,Summer,ARG,182.42,81.46,168.07,63.16,51
2008,Summer,ARM,174.26,75.52,167.5,66.0,5
2008,Summer,AUS,184.11,82.06,169.16,61.84,149
2008,Summer,AUT,183.55,78.47,169.89,58.34,3
2008,Summer,AZE,174.13,76.77,164.79,52.93,7
2008,Summer,BAH,178.68,75.05,169.55,62.18,7
2008,Summer,BAN,170.0,62.0,157.5,54.5,0
2008,Summer,BAR,182.25,77.75,183.0,70.0,0
2008,Summer,BDI,168.0,53.0,160.0,46.0,0
2008,Summer,BEL,180.79,72.62,169.23,59.55,5
2008,Summer,BEN,175.33,67.67,170.5,59.0,0
2008,Summer,BER,184.0,75.5,169.0,58.5,0
2008,Summer,BHU,170.0,63.0,168.0,57.0,0
2008,Summer,BIH,182.83,86.5,166.0,48.0,0
2008,Summer,BIZ,177.67,73.67,170.0,60.0,0
2008,Summer,BLR,178.31,77.33,173.74,64.54,29
2008,Summer,BOL,174.67,74.0,162.67,59.0,0
2008,Summer,BOT,176.67,63.67,169.0,58.5,0
2008,Summer,BRA,182.55,79.04,168.35,60.02,78
2008,Summer,BRN,173.08,66.5,169.33,63.33,0
2008,Summer,BUL,185.69,85.15,167.91,58.57,5
2008,Summer,BUR,180.33,78.67,163.67,55.67,0
2008,Summer,CAM,169.5,62.0,163.0,54.5,0
2008,Summer,CAN,180.44,78.16,169.04,62.25,35
2008,Summer,CAY,188.6,87.8,171.0,57.0,0
2008,Summer,CGO,177.67,75.33,170.0,50.0,0
2008,Summer,CHI,177.95,77.05,168.71,66.71,1
2008,Summer,CHN,181.26,77.44,170.44,61.92,184
2008,Summer,CIV,180.1,74.45,163.5,54.5,0
2008,Summer,CMR,177.74,75.09,168.67,63.33,1
2008,Summer,COL,174.49,70.86,163.64,59.39,2
2008,Summer,CPV,181.0,70.0,170.0,62.0,0
2008,Summer,CRC,179.67,77.83,162.0,55.5,0
2008,Summer,CRO,190.03,89.28,171.13,63.43,5
2008,Summer,CUB,178.1,78.92,172.56,66.82,47
2008,Summer,CYP,181.83,79.5,169.55,58.82,0
2008,Summer,CZE,184.78,84.15,175.2,65.48,7
2008,Summer,DEN,186.16,82.14,175.75,66.78,19
2008,Summer,DOM,171.74,71.58,156.75,53.88,2
2008,Summer,ECU,172.33,67.83,166.0,63.88,1
2008,Summer,EGY,183.95,83.35,167.03,61.9,1
2008,Summer,ERI,169.67,57.22,162.0,44.0,0
2008,Summer,ESA,171.75,70.0,164.1,57.9,0
2008,Summer,ESP,179.64,76.84,169.52,60.79,70
2008,Summer,EST,188.64,90.94,173.71,63.18,3
2008,Summer,ETH,168.6,55.93,163.36,47.57,7
2008,Summer,FIJ,183.75,81.25,175.5,67.5,0
2008,Summer,FIN,184.29,85.45,169.78,63.47,5
2008,Summer,FRA,182.25,76.53,169.4,60.36,77
2008,Summer,FSM,167.67,65.33,156.5,58.0,0
2008,Summer,GAB,179.0,78.5,158.0,50.5,0
2008,Summer,GBR,183.47,79.05,170.05,63.77,81
2008,Summer,GBS,174.5,77.0,156.0,55.0,0
2008,Summer,GEO,177.0,79.09,172.22,68.22,6
2008,Summer,GEQ,165.0,76.0,160.0,63.0,0
2008,Summer,GER,184.33,82.16,171.16,62.45,99
2008,Summer,GHA,176.6,70.8,162.0,60.0,0
2008,Summer,GRE,184.98,83.47,171.2,61.86,7
2008,Summer,GRN,186.0,73.25,166.75,57.75,0
2008,Summer,GUA,174.67,70.94,173.75,60.0,0
2008,Summer,GUI,178.0,75.0,180.5,65.0,0
2008,Summer,GUM,177.4,101.4,166.5,61.0,0
2008,Summer,GUY,177.0,75.0,165.0,53.5,0
2008,Summer,HAI,182.67,97.17,165.33,58.0,0
2008,Summer,HKG,173.64,66.68,167.0,57.88,0
2008,Summer,HON,178.04,76.88,162.5,56.5,0
2008,Summer,HUN,185.02,85.36,172.21,63.77,27
2008,Summer,INA,170.4,68.47,164.73,57.18,7
2008,Summer,IND,179.26,81.61,165.07,60.9,3
2008,Summer,IRI,182.88,85.88,167.33,60.0,2
2008,Summer,IRL,182.34,75.32,169.22,60.33,3
2008,Summer,IRQ,185.0,90.0,163.0,56.0,0
2008,Summer,ISL,190.5,92.36,178.11,67.11,14
2008,Summer,ISR,179.79,74.45,167.76,56.64,1
2008,Summer,ISV,186.17,79.0,173.0,68.0,0
2008,Summer,ITA,181.34,78.02,168.97,60.17,42
2008,Summer,IVB,196.0,125.0,158.0,56.0,0
2008,Summer,JAM,184.83,81.72,169.5,62.29,13
2008,Summer,JOR,173.0,69.0,172.33,63.17,0
2008,Summer,JPN,175.3,71.34,162.48,55.2,51
2008,Summer,KAZ,179.33,79.69,173.54,65.01,13
2008,Summer,KEN,171.46,60.23,161.25,48.06,14
2008,Summer,KGZ,176.44,74.28,175.5,64.0,2
2008,Summer,KOR,177.07,74.35,166.69,60.43,77
2008,Summer,LAO,164.0,53.0,157.5,50.0,0
2008,Summer,LAT,185.91,88.0,180.17,70.67,3
2008,Summer,LBA,171.25,72.0,166.5,68.0,0
2008,Summer,LBR,188.0,88.0,170.0,54.0,0
2008,Summer,LCA,185.0,77.0,170.33,55.33,0
2008,Summer,LES,167.33,67.33,150.0,56.0,0
2008,Summer,LIB,180.67,82.0,166.5,56.0,0
2008,Summer,LTU,189.6,88.44,170.85,60.67,5
2008,Summer,LUX,182.0,72.6,163.75,55.0,0
2008,Summer,MAD,172.75,69.0,149.0,51.75,0
2008,Summer,MAR,176.3,66.7,164.0,53.0,2
2008,Summer,MAS,172.52,73.08,165.0,55.5,1
2008,Summer,MAW,175.0,75.0,165.0,48.0,0
2008,Summer,MDA,178.91,81.77,172.75,65.0,1
2008,Summer,MDV,183.0,69.0,168.5,48.5,0
2008,Summer,MEX,174.6,72.08,165.43,58.45,4
2008,Summer,MGL,175.31,74.08,165.59,62.5,3
2008,Summer,MHL,178.5,75.0,153.0,56.5,0
2008,Summer,MKD,174.8,73.4,171.0,63.5,0
2008,Summer,MLI,189.5,86.0,176.0,61.67,0
2008,Summer,MLT,181.67,82.33,168.33,66.33,0
2008,Summer,MNE,189.11,94.33,175.0,65.5,0
2008,Summer,MON,177.25,79.75,165.0,58.0,0
2008,Summer,MOZ,182.0,73.0,167.5,60.5,0
2008,Summer,MRI,181.4,69.6,169.8,59.2,1
2008,Summer,MTN,172.0,65.0,167.0,55.0,0
2008,Summer,MYA,170.4,69.0,160.0,55.0,0
2008,Summer,NAM,175.2,69.2,169.0,52.8,0
2008,Summer,NCA,176.0,87.33,161.33,55.67,0
2008,Summer,NED,185.92,82.76,174.56,65.2,61
2008,Summer,NEP,169.0,68.0,157.25,55.25,0
2008,Summer,NGR,179.08,78.45,165.51,63.91,23
2008,Summer,NOR,183.0,79.85,171.67,65.78,15
2008,Summer,NZL,184.36,82.19,170.69,65.64,15
2008,Summer,OMA,174.67,73.0,155.0,45.0,0
2008,Summer,PAK,172.55,63.8,168.0,59.0,0
2008,Summer,PAN,180.33,69.67,171.0,55.0,1
2008,Summer,PAR,181.67,85.33,168.0,67.0,0
2008,Summer,PER,183.5,90.83,167.0,68.83,0
2008,Summer,PHI,171.73,64.91,162.0,60.67,0
2008,Summer,PLE,160.0,58.0,164.5,59.0,0
2008,Summer,PLW,170.33,82.33,158.0,51.0,0
2008,Summer,PNG,186.2,83.0,163.0,56.75,0
2008,Summer,POL,184.17,82.49,172.85,64.5,20
2008,Summer,POR,178.48,74.35,165.38,56.17,2
2008,Summer,PRK,165.64,62.59,159.98,54.23,6
2008,Summer,PUR,177.04,73.67,171.0,61.29,0
2008,Summer,ROU,174.01,69.94,166.61,58.32,22
2008,Summer,RSA,182.25,77.94,169.09,62.68,1
2008,Summer,RUS,182.07,79.63,171.38,61.51,142
2008,Summer,RWA,174.0,64.0,170.0,58.5,0
2008,Summer,SAM,180.0,82.6,171.5,106.5,0
2008,Summer,SEN,183.8,74.8,166.0,60.57,0
2008,Summer,SEY,172.83,81.5,168.33,65.67,0
2008,Summer,SGP,178.85,71.15,166.91,59.04,3
2008,Summer,SKN,180.0,77.0,168.25,56.25,0
2008,Summer,SLE,160.5,60.0,160.0,45.0,0
2008,Summer,SLO,184.15,81.89,171.48,62.0,5
2008,Summer,SMR,178.5,75.0,173.0,68.0,0
2008,Summer,SOL,160.0,64.0,162.0,58.0,0
2008,Summer,SOM,179.0,70.0,162.0,54.0,0
2008,Summer,SRB,188.5,85.17,179.67,70.04,15
2008,Summer,SRI,172.4,70.8,165.75,57.75,0
2008,Summer,STP,173.67,68.33,165.0,58.0,0
2008,Summer,SUD,174.6,62.6,167.0,58.33,1
2008,Summer,SUI,181.78,76.93,169.71,59.81,11
2008,Summer,SUR,175.0,73.5,163.0,56.0,0
2008,Summer,SVK,184.87,81.71,170.69,58.54,10
2008,Summer,SWE,184.32,80.75,173.56,64.86,7
2008,Summer,SWZ,175.0,73.5,173.0,55.0,0
2008,Summer,SYR,176.67,79.83,173.0,58.0,0
2008,Summer,TAN,172.17,63.33,159.5,57.5,0
2008,Summer,TGA,182.5,101.5,180.0,97.0,0
2008,Summer,THA,172.48,64.74,162.93,55.5,4
2008,Summer,TJK,174.92,79.46,167.33,65.67,2
2008,Summer,TKM,174.0,76.33,163.25,61.0,0
2008,Summer,TOG,178.33,80.0,176.0,65.0,1
2008,Summer,TPE,177.26,79.66,165.0,61.55,4
2008,Summer,TTO,183.84,79.11,169.58,63.92,6
2008,Summer,TUN,181.06,75.06,166.5,60.33,1
2008,Summer,TUR,177.52,78.62,165.57,54.71,7
2008,Summer,UAE,173.86,72.57,160.0,46.0,0
2008,Summer,UGA,174.89,58.67,164.0,60.0,0
2008,Summer,UKR,182.06,79.93,169.0,60.18,31
2008,Summer,URU,180.9,76.9,168.67,61.0,0
2008,Summer,USA,184.17,83.19,170.92,65.13,316
2008,Summer,UZB,178.43,75.8,168.0,60.0,6
2008,Summer,VAN,172.0,74.0,171.0,65.0,0
2008,Summer,VEN,180.18,76.04,168.4,62.35,1
2008,Summer,VIE,170.12,65.62,155.0,51.33,1
2008,Summer,YEM,166.33,56.83,160.0,48.0,0
2008,Summer,ZAM,170.4,63.0,164.5,59.0,0
2008,Summer,ZIM,172.5,68.33,171.5,60.25,4
2010,Winter,AND,182.23,76.08,164.86,62.86,0
2010,Winter,ARG,179.0,80.25,167.83,60.33,0
2010,Winter,ARM,179.33,74.33,162.0,63.67,0
2010,Winter,AUS,180.04,81.85,165.91,60.91,3
2010,Winter,AUT,181.96,79.38,166.17,60.61,26
2010,Winter,AZE,189.0,80.0,167.0,60.0,0
2010,Winter,BEL,180.0,76.17,172.75,69.25,0
2010,Winter,BIH,184.33,78.67,168.0,59.29,0
2010,Winter,BLR,181.28,79.87,167.12,59.14,3
2010,Winter,BRA,180.0,83.67,164.75,55.5,0
2010,Winter,BUL,176.46,72.12,165.87,59.73,0
2010,Winter,CAN,180.71,81.25,169.81,64.98,90
2010,Winter,CHI,179.6,81.2,171.0,65.0,0
2010,Winter,CHN,177.48,72.66,165.45,58.72,19
2010,Winter,CRO,181.56,85.48,167.1,62.3,3
2010,Winter,CYP,176.0,75.0,160.0,56.0,0
2010,Winter,CZE,181.48,78.76,167.62,57.85,9
2010,Winter,DEN,181.46,78.0,168.3,66.8,0
2010,Winter,ESP,177.7,73.95,166.47,57.13,0
2010,Winter,EST,184.32,76.22,163.85,55.37,1
2010,Winter,FIN,180.1,75.48,167.25,61.53,47
2010,Winter,FRA,178.63,72.95,167.82,58.49,14
2010,Winter,GBR,181.62,80.83,166.66,63.45,1
2010,Winter,GEO,177.2,75.8,165.25,52.75,0
2010,Winter,GER,182.12,80.32,169.48,63.07,54
